107,107,107.01,107.03,107.14,107.53,108.89,113.03,123.47,146.57,187.83,245.6,311.85,376.5,429.93,13,20,107,125,500
164.01,164.02,164.07,164.29,164.99,167.44,174.62,192.85,225.71,262.87,281.83,272.32,246.41,223.77,211.91,12,10.6,164,710.6,203.7
352.02,352.07,352.31,353.09,356.61,367.84,400.65,468.78,560.83,617.99,574.37,436.93,302.66,239.05,221.4,10,25,352,1100,210
32.01,32.041,32.136,32.378,33.274,36.074,43.313,58.139,83.845,120.36,166.94,217.22,258.5,273.76,254.94,7,10,32,3100,120
1639.8,1639,1636.6,1629,1601.2,1518.6,1322.6,950.81,516.26,249.65,205.58,285.27,419.51,573.51,728.71,8,12,1640,71,1100
640,639.98,639.93,639.75,639.09,636.51,628.88,611.95,593.78,609.37,692.04,822.55,954.88,1060.6,1130.5,13,18,640,440,1200
110,110.01,110.03,110.12,110.48,111.89,116.55,129.19,151.59,172.75,170.4,137.97,98.204,75.533,69.262,15,25,110,353,70
122,122,122,122.02,122.08,122.34,123.32,126.99,139.15,170.86,233.13,328.19,451.42,592.79,724.19,30,8,122,260,900
300,300,300.01,300.02,300.09,300.33,301.34,305.2,318.97,358.85,440.56,559.08,689.63,808.49,898.97,20,15,300,284,1005
608,608,607.99,607.98,607.91,607.65,606.59,602.7,589.47,553.88,489.88,419,372.19,351.87,344.5,24,11,608,627,340
107,107,107.01,107.03,107.15,107.55,108.98,113.02,122.62,143.18,182.41,241.43,312,382.19,438.01,13,30,107,125,500
16.86,18.11,22.229,29.269,41.918,59.204,84.112,117.78,157.14,199.82,237.2,259.41,261.3,248.29,231.58,1.2,10.6,16,701.6,203.7
35.003,35.014,35.035,35.129,35.447,36.314,39.067,45.673,58.624,79.355,105.46,134.04,160.87,182.21,196.24,10,5,35,1010,210
32,32.002,32.006,32.027,32.098,32.374,33.406,36.717,45.592,63.816,92.385,128.36,165.34,193.15,201.8,20,10,32,3010,120
164.08,164.34,165.12,167.05,173.72,192.06,230.97,293.92,381.06,485.26,604.22,728.09,844.44,940.24,1009.5,5,12,164,710,1100
64.003,64.012,64.051,64.183,64.729,66.748,73.403,91.732,129.65,193.4,284.86,406.89,561.36,740.35,917.44,13,20,64,1440,1200
11,11.001,11.005,11.016,11.058,11.203,11.646,12.983,16.263,22.464,31.776,43.618,56.333,67.262,73.74,15,5,11,1353,70
22.07,22.187,22.684,23.894,26.68,32.913,44.42,60.377,83.691,115.88,160.8,220.11,297.97,395.91,512.42,3,8,22,206,900
299.99,299.95,299.83,299.34,297.49,291.16,271.58,225.73,154.84,98.345,94.728,136.48,213.16,337.85,515.16,12,15,300,24,1005
68,68.002,68.008,68.028,68.115,68.456,69.786,74.349,87.165,114.73,158,209.87,260.26,298.54,321.11,24,10,68,1627,340
17.001,17.003,17.015,17.052,17.209,17.788,19.702,25.009,36.151,55.465,84.619,126.42,184.74,260.8,345.37,13,20,17,1205,500
16.001,16.004,16.013,16.052,16.179,16.627,17.982,21.678,29.578,42.905,61.464,85.087,112.01,139.54,163.87,12,10.6,16,701.6,203.7
35.004,35.014,35.048,35.188,35.709,37.335,42.351,54.323,76.473,109.4,149.32,189.44,219.94,233.2,231.3,10,15,35,1010,210
32,32.003,32.012,32.067,32.324,33.628,38.937,55.122,89.947,145.17,211.37,246.42,213.12,159.81,133,20,100,32,3010,120
164.08,164.34,165.12,167.05,173.72,192.06,230.97,293.92,381.06,485.26,604.22,728.09,844.44,940.24,1009.5,5,12,164,710,1100
64.003,64.012,64.051,64.183,64.729,66.748,73.403,91.732,129.65,193.4,284.86,406.89,561.36,740.35,917.44,13,20,64,1440,1200
11,11.001,11.006,11.03,11.126,11.515,12.923,16.859,25.28,38.81,55.652,69.925,73.94,70.705,68.799,15,35,11,1353,70
22,22,22.001,22.006,22.024,22.104,22.407,23.542,27.311,37.448,59.895,106.11,200.14,364.13,565.9,30,8,22,206,900
300,299.99,299.96,299.84,299.38,297.68,291.12,270.99,223.81,159.79,129.57,167.1,265.74,426.6,628.35,21,15,300,24,1005
68,68.003,68.013,68.077,68.397,69.982,76.91,100.19,154.7,242.51,346.47,412.82,401.52,366,348.56,24,100,68,1627,340
17,17,17.001,17.005,17.023,17.099,17.422,18.683,22.731,32.951,53.142,89.595,154.61,253.69,359.54,31,20,17,1205,500
16.001,16.006,16.019,16.075,16.257,16.889,18.728,23.466,32.933,48.09,68.615,94.171,122.33,149.63,172,10.6,12,16,701.6,203.7
35.001,35.004,35.014,35.055,35.212,35.731,37.527,42.697,54.657,76.104,105.34,138.17,168.92,191.57,203.9,15,10,35,1010,210
32.003,32.014,32.047,32.215,32.767,34.731,40.818,55.265,82.226,123.58,179.36,243.52,297.96,314.88,281.67,10,20,32,3010,120
164.01,164.03,164.09,164.26,164.9,167.12,173.96,191.9,232.49,302.69,402.26,522.19,652.87,780.87,893.22,12,5,164,710,1100
64.001,64.003,64.014,64.051,64.205,64.806,66.996,74.235,93.332,133.49,199.65,296.59,434.65,619.49,827.35,20,13,64,1440,1200
11,11,11,11.002,11.01,11.043,11.185,11.726,13.565,18.345,27.164,39.328,51.875,61.213,66.294,35,15,11,1353,70
22.004,22.015,22.064,22.262,22.942,25.417,31.707,44.531,65.308,95.928,141.99,212.76,319.2,467.23,632.11,8,30,22,206,900
299.99,299.97,299.89,299.54,298.25,293.61,277.25,235.04,160.55,91.574,74.24,116.18,233.74,445.29,685.23,15,21,300,24,1005
68.007,68.028,68.118,68.421,69.64,73.922,87.207,118.17,171.95,247.22,333.98,409.13,445,433.62,399.16,10,24,68,1627,340
17,17.001,17.004,17.019,17.084,17.353,18.411,21.977,31.002,48.598,77.457,122.86,192.72,286.94,380.72,20,31,17,1205,500
203.01,203.04,203.13,203.52,204.77,209.07,221.43,252.22,309.32,388.32,473.04,551.08,612.26,653.94,678.37,10.6,12,203,716,701.6
210,209.99,209.96,209.82,209.32,207.7,202.3,188.23,162.72,139.15,145.75,192.5,277.96,406.1,569.33,15,10,210,35,1010
119.99,119.98,119.92,119.64,118.73,115.6,106.71,89.772,72.224,73.253,107.34,183.64,334.92,642.62,1178.5,10,20,120,32,3010
1100,1099.9,1099.5,1098.7,1095.4,1084.3,1051.6,974.07,832.97,681.1,612.22,641.89,692.75,716.11,718.34,12,5,1100,164,710
1200,1200,1199.8,1199.3,1197.2,1189.2,1160.5,1071.7,870.59,580.89,395.85,427.18,584.81,790.01,1014,20,13,1200,64,1440
70,70,70,70,70.001,70.004,70.018,70.095,70.679,75.509,104.62,215.4,466.79,805.41,1083,35,15,70,11,1353
899.86,899.42,897.57,890.16,865.22,779.36,589.24,311.2,99.796,31.738,32.85,55.92,89.758,127.54,161.64,8,30,900,22,206
1005,1004.9,1004.7,1003.9,1000.9,989.95,950.7,845.12,637.27,378.7,177.81,82.934,52.647,38.209,29.856,15,21,1005,300,24
339.98,339.92,339.67,338.81,335.43,323.92,291.12,229.58,168.86,166.12,242.98,368.78,525.61,743.78,1028.6,10,24,340,68,1627
500,499.98,499.91,499.58,498.21,492.52,470.88,404.07,268.84,114.83,36.863,52.917,188.65,464.65,779.6,20,31,500,17,1205
203.01,203.04,203.13,203.51,204.75,209.02,221.26,251.8,308.63,387.77,473.66,554.12,618.46,663.22,689.98,10.6,12,203,701.6,716
210,210.01,210.04,210.16,210.63,212.15,217.2,230.34,253.86,272.43,250.44,177.39,95.991,53.432,43.765,15,10,210,1010,35
120.01,120.05,120.16,120.74,122.62,129.3,149.8,197.17,280.05,389.4,494.22,537.41,468.46,321.08,194.36,10,20,120,3010,32
1100,1099.9,1099.7,1099.1,1096.9,1089.3,1065.5,1002.8,862.33,641.41,411.32,272.77,225.05,206.22,189.47,12,5,1100,710,164
1200,1200,1200,1199.9,1199.6,1198.5,1193.9,1175.4,1110.7,929.32,615.37,339.67,260.19,263.53,216.59,20,13,1200,1440,64
70,70.001,70.002,70.011,70.048,70.209,70.89,73.447,81.752,101.03,127.77,144.67,134.67,99.073,59.203,35,15,70,1353,11
899.9,899.61,898.34,893.28,876.2,816.88,682.69,474.83,286.85,174.31,100.32,52.44,32.28,25.316,22.971,8,30,900,206,22
1005,1004.9,1004.6,1003.2,998.37,980.74,918.44,756.4,462.49,155.71,31.643,111.48,81.662,45.238,168.87,15,21,1005,24,300
340.02,340.09,340.38,341.36,345.3,358.94,399.87,487.45,609.09,697.99,658.26,468.1,249.66,126.17,84.926,10,24,340,1627,68
500,500.01,500.04,500.18,500.79,503.29,512.75,541.41,594.52,624.39,530.96,313.73,124.31,44.116,23.603,20,31,500,1205,17
1203,1202.9,1202.7,1201.7,1198.6,1188.1,1158.5,1088.8,974.74,854.06,774.41,737.64,723.89,718.91,717.11,10.6,12,1203,701.6,716
1210,1210,1209.9,1209.5,1208.1,1203.5,1186.8,1134.7,998.34,725.09,372.08,110.7,19.153,17.521,28.593,15,10,1210,1010,35
120.01,120.05,120.16,120.74,122.62,129.3,149.8,197.17,280.05,389.4,494.22,537.41,468.46,321.08,194.36,10,20,120,3010,32
1100,1100,1099.9,1099.7,1099,1096.5,1089.4,1073.6,1048.8,1032.4,1045,1080.5,1115.8,1139.4,1152.4,12,5,1100,710,1164
1200,1200,1200,1199.9,1199.7,1198.8,1195.2,1180.3,1126.2,970.2,690.63,427.85,328.59,318.4,282.61,20,13,1200,1440,164
170,170,170,170.02,170.07,170.28,171.2,174.6,185.2,206.39,220.94,194.06,129.67,70.256,36.176,35,15,170,1353,11
1899.7,1899,1895.6,1882.2,1837.1,1681.3,1334,817.4,408.6,258.83,217.03,160.2,95.185,53.706,34.68,8,30,1900,206,22
1005,1004.9,1004.6,1003.2,998.37,980.76,918.52,756.72,463.66,159.42,21.922,83.906,74.596,327.56,701.6,15,21,1005,24,1300
1340,1340,1340.2,1340.6,1342.1,1347.2,1359.8,1370.6,1319.3,1078.9,581.63,35.665,241.89,220.97,101.34,10,24,1340,1627,68
500,500.01,500.04,500.19,500.81,503.4,513.22,543.44,602.49,651.5,602.07,443.71,284.3,191.13,147.72,20,31,500,1205,117
1203,1202.9,1202.7,1201.9,1199.3,1190.5,1166.9,1116.9,1058.1,1058.4,1164.8,1335.6,1494.2,1603.2,1663.2,10.6,12,1203,701.6,1716
1210,1210,1209.9,1209.6,1208.4,1204.3,1189.5,1143.9,1025.5,790.22,486.67,258.08,168.08,149.57,144.17,15,10,1210,1010,135
120.01,120.05,120.16,120.74,122.63,129.32,149.89,197.51,281.29,393.59,506.77,568.75,529.62,408.32,288.26,10,20,120,3010,132
1100,1100,1100,1099.9,1099.8,1099.3,1098.8,1102,1126.8,1209.7,1373.7,1582.8,1781.3,1936.1,2040.8,12,5,1100,710,2164
1200,1200,1200,1200.1,1200.5,1202,1207.5,1226,1276.9,1388.1,1562.2,1759.2,1928.1,2043.2,2108.5,20,13,1200,1440,2164
170,170,170.01,170.03,170.12,170.52,172.21,178.68,200.6,257.49,364.2,524.86,723.3,903.81,1017.9,35,15,170,1353,1110
1899.7,1899,1895.6,1882.2,1837,1680.8,1331.7,808.9,380.64,189.14,105.03,62.058,65.555,88.696,106.49,8,30,1900,206,122
1005,1004.9,1004.7,1003.8,1000.7,989.14,948.63,844.75,665.51,517.03,524.18,659.98,836.95,1009.7,1145.6,15,21,1005,224,1300
1340,1340,1340.2,1340.6,1342.3,1347.9,1362.5,1380.9,1353.5,1173.3,775.79,315.62,55.38,47.082,134.77,10,24,1340,1627,268
500,500.01,500.04,500.2,500.84,503.52,513.76,545.72,611.17,679.33,667.32,547.92,410.7,338.45,318.85,20,31,500,1205,317
1203,1203.1,1203.2,1203.7,1205.3,1210.6,1224.6,1251.9,1273,1229.8,1092.3,923.84,810.44,756.68,730.65,10.6,12,1203,1716,701.6
1210,1209.9,1209.7,1208.8,1205.2,1193.7,1155.1,1051.6,848.77,599.61,449.71,431.58,497.16,632.65,787.15,15,10,1210,135,1010
120,120,120.01,120.06,120.23,120.85,122.98,129.3,146.45,187.86,272.22,418.61,660.01,1050.4,1597.4,10,20,120,132,3010
1100,1100,1100.1,1100.4,1101.2,1104,1111.8,1127,1141.3,1118.6,1026.7,898.51,797.78,745.84,724.49,12,5,1100,2164,710
1200,1200,1200.1,1200.2,1200.9,1203.5,1212.8,1241.7,1308.4,1409.9,1489.6,1506.4,1484.6,1461.7,1449.1,20,13,1200,2164,1440
170,170,170.01,170.03,170.12,170.52,172.24,178.79,201.16,260.19,375.57,562.74,814.04,1058.1,1219.2,35,15,170,1110,1353
1899.7,1898.9,1895.2,1880.7,1831.8,1663.1,1288.6,737.46,315.05,185.66,206.73,274.94,365.78,457.46,528.41,8,30,1900,122,606
1005,1005,1005,1005.2,1005.6,1007.1,1011.8,1019.9,1011.7,921.46,699.2,439.08,289.7,246.84,236.14,15,21,1005,1300,224
1339.9,1339.7,1338.7,1335.3,1321.8,1276,1144.9,895.29,632.51,555.19,712.52,958.22,1163.4,1318.3,1445.5,10,24,1340,268,1627
500,499.99,499.94,499.73,498.84,495.18,481.34,439.32,359.49,293.97,335,474.03,638.99,814.53,983.53,20,31,500,117,1205
1203,1203,1203.1,1203.4,1204.4,1207.6,1216.2,1233.5,1244.7,1200,1068.6,906.12,796.58,747.38,725.85,12,10.6,1203,1716,701.6
1209.9,1209.7,1208.9,1205.6,1193.7,1157.3,1051.4,831.39,532.66,296.66,201.03,209.05,332.16,541.31,739.83,10,15,1210,135,1010
120,120,120.01,120.03,120.12,120.48,121.86,126.7,141.94,181.69,264.13,407.35,644.28,1030.1,1575.9,20,10,120,132,3010
1100.3,1101.1,1103.5,1109.5,1129.9,1183.9,1287.9,1420,1507.7,1455.3,1250.1,1003.6,836.31,763.07,735.08,5,12,1100,2164,710
1200,1200.1,1200.3,1200.9,1203.6,1213.4,1244.8,1324.1,1457.3,1592.1,1642.2,1599.1,1527.6,1478.7,1455.7,13,20,1200,2164,1440
170,170.02,170.07,170.33,171.39,175.67,191.02,233.08,319.4,450.31,614.54,801.12,987.56,1146.2,1253.9,15,35,170,1110,1353
1900,1900,1899.9,1899.7,1898.7,1894.3,1878.1,1820.2,1648.5,1298,888.63,684.2,678.92,682.02,654.19,30,8,1900,122,606
1005,1005,1005,1005,1005,1004.8,1004.1,999.27,973.07,876.4,667.86,426.84,287.44,249.07,241.29,21,15,1005,1300,224
1340,1340,1339.9,1339.7,1338.9,1335.7,1323.5,1284,1187.9,1044.5,973.4,1067.1,1245.6,1410.3,1523.2,24,10,1340,268,1627
500,500,499.99,499.94,499.74,498.89,495.38,482.62,449.1,402.26,411.73,533.86,722.09,912.87,1059.4,31,20,500,117,1205
1203,1203,1203,1203,1203.2,1203.6,1204.9,1207.7,1205.7,1168.3,1056.3,896.49,774.85,720.11,704.46,21,10.6,1203,1716,701.6
1210,1210,1210,1209.8,1209.1,1206.1,1194.6,1152.6,1033.3,813.86,621.49,611.65,725.72,847.26,931.97,30,15,1210,135,1010
120,120,120,120.02,120.07,120.28,121.13,124.47,136.08,170.86,252.68,414.4,717.72,1229.2,1874.3,30,10,120,132,3010
1100,1100,1100,1100.1,1100.3,1101.3,1104.8,1115.8,1138.9,1152.6,1092.2,946.71,809.6,740.21,717.28,25,12,1100,2164,710
1200,1200,1200,1200.2,1200.8,1203.2,1212.7,1243.6,1320.3,1438.7,1530.9,1542,1504.6,1469.7,1451.8,23,20,1200,2164,1440
170,170,170.02,170.08,170.37,171.61,176.83,194.98,245.91,345.12,492.87,679.94,891.23,1089.3,1228.9,25,35,170,1110,1353
1900,1900,1899.8,1899.3,1897.5,1889.8,1862.4,1773.2,1544.9,1140.3,741.35,573,576.22,600.62,608.35,23,8,1900,122,606
1005,1005,1005,1005,1004.9,1004.6,1003.4,997.88,974.73,894.72,714.6,491.04,338.88,270.28,242.42,31,15,1005,1300,224
1340,1340,1340,1339.9,1339.6,1338.2,1332.6,1313.1,1254.7,1146.5,1069.1,1137.9,1309.5,1470,1564,34,10,1340,268,1627
500,499.99,499.95,499.81,499.21,496.78,487.79,460.62,402.02,340.41,359.25,496.28,711.91,931.11,1081.1,21,20,500,117,1205
221.87,221.3,219.1,209.78,188.56,162.4,145.11,138.27,133.8,123.03,93.707,48.57,17.9,10.835,11.767,3.36,118.4,222,136,13.6
1209.3,1206.2,1193.5,1129.4,940.81,567.09,255.69,159.54,153.59,165.4,214.09,349.52,584.34,809.94,934.5,5,115,1210,135,1010
120.02,120.11,120.44,121.62,124.14,127.53,130.29,132.75,139.15,165.03,258.12,525.48,1096.6,1874.2,2494.1,3,100,120,132,3010
1100.3,1101.6,1107,1134.9,1227.3,1430.4,1693.6,1912.4,2029.3,2006.6,1764.1,1323.5,967.52,804.86,742.93,5,120,1100,2164,710
1201.2,1206.7,1227.2,1310.6,1493.5,1732.6,1940.6,2064.8,2116.5,2104.6,2003.9,1810.1,1619.5,1509.9,1464.4,3,120,1200,2164,1440
170.1,170.6,173.17,183.24,221.76,314.17,459.99,636.93,813.26,960.3,1073.8,1174.7,1262.6,1316.7,1340.3,5,135,170,1110,1353
1894.9,1871.7,1786.4,1458.9,871.46,309.03,110.38,58.973,60.699,109.26,196.87,332.95,469.38,551.65,586.8,3,118,1900,122,606
1005.1,1005.6,1007.4,1017.1,1046.8,1113.9,1193,1246.5,1255.6,1182.9,937.12,534.73,272.49,215.05,212.17,5,115,1005,1300,224
1338.8,1333.2,1311.2,1209.9,946.61,573.03,344.88,290.44,287.03,306.74,388.37,594.82,943.67,1294.2,1498.8,4,120,1340,268,1627
499.95,499.69,498.62,492.5,469.09,393.53,264.53,162.24,130.44,141.48,206.3,374.69,653.61,929.33,1095.1,8,112,500,117,1205
222,221.99,221.97,221.91,221.62,220.7,217.48,207.5,181.71,132.66,72.386,31.519,18.002,16.158,15.543,18.4,3.36,222,136,13.6
1210,1209.9,1209.5,1207.7,1199.1,1164.6,1049.8,781.46,430.6,233.62,240.56,368.26,574.11,777.78,908.64,15,50,1210,135,1010
120,120,120.01,120.06,120.22,120.83,122.72,127.92,141.24,176.41,260.24,432.89,762.89,1312.1,1970.3,10,35,120,132,3010
1100,1100.1,1100.4,1102.1,1109.4,1137.6,1223.3,1402.4,1614.2,1715.8,1565.8,1191.2,858.19,722.65,701,12,59,1100,2164,710
1200,1200.1,1200.3,1201.4,1205.6,1221.1,1272,1386.7,1559.7,1703.8,1732,1650,1546.6,1483,1455.9,12,30,1200,2164,1440
170,170,170.01,170.04,170.19,170.88,174.09,187.22,229.82,328.28,503.34,761.05,1032,1214,1300.3,35,50,170,1110,1353
1900,1899.9,1899.6,1898,1891.2,1865.5,1770.1,1498.1,983.53,447.6,187.97,146.74,227.81,374.63,494.56,18,30,1900,122,606
1005,1005,1005.1,1005.3,1006.5,1011.2,1027,1063,1099.1,1050.6,825.54,491.39,265.12,203.7,207.29,15,50,1005,1300,224
1340,1339.8,1339,1336.3,1324.7,1278.3,1142.8,865.39,555.28,424.96,500.74,692.84,946.17,1212.4,1420.4,12,40,1340,268,1627
499.98,499.91,499.58,498.12,491.15,464.56,386.53,261.89,168.04,152.36,201.84,323.15,535.48,804.34,1019.3,12,80,500,117,1205
222,221.99,221.97,221.9,221.59,220.63,217.32,207.56,184.68,147.84,112.99,97.009,95.161,100.9,112.04,18.4,3.36,222,13.6,136
135,135.01,135.07,135.32,136.53,141.45,158.84,206.17,297.77,429.08,583.97,737.34,860.68,939.66,980.75,15,50,135,1210,1010
120.01,120.05,120.21,120.99,123.76,134.09,164.21,233.36,349.16,503.07,658.53,738.43,670.23,489.2,316.04,10,35,120,3010,132
1100,1099.9,1099.7,1098.7,1094.2,1077.1,1026.3,928.12,831.98,813.84,927.26,1194,1544.6,1847.7,2029.4,12,59,1100,710,2164
1200,1200,1200.1,1200.5,1201.9,1207.1,1224.6,1266.3,1342.1,1454,1609.1,1791,1950.9,2058.6,2117.5,12,30,1200,1440,2164
1110,1110,1110,1109.8,1109.1,1105.7,1090.2,1029.9,860.02,603.64,515.95,739.21,1039.7,1225,1305.9,35,50,1110,170,1353
122,122.01,122.03,122.16,122.71,124.81,132.86,157.72,215.32,311.34,429.23,539.01,604.88,621.66,616.75,18,30,122,1900,606
1300,1299.9,1299.5,1297.8,1289.6,1256.7,1147,890.31,556.31,387.19,447.41,602.47,748.98,864.81,941.18,15,50,1300,224,1005
1040,1039.9,1039.3,1037.4,1029.4,997.14,902.7,707.49,482.84,376.15,424.83,603.22,878.41,1174.2,1402.2,12,40,1040,268,1627
1499.9,1499.6,1498.3,1492.4,1464.2,1357.4,1047.4,567.49,230.32,160.21,217.88,369.19,619.89,889.38,1069.8,12,80,1500,117,1205
2202,2201.9,2201.6,2200.7,2196.5,2183.2,2137.7,2000.9,1667.7,1087.6,440.15,7.5714,255.19,341.34,253.78,18.4,3.36,2202,13.6,136
135,135,135,134.98,134.93,134.71,134.05,133.05,135.29,153.28,210,331.63,528.54,744.05,892.12,15,50,135,121,1010
1200,1200.2,1200.9,1204.1,1215.3,1256.6,1370.4,1595.9,1845.7,1881.2,1463.9,711.89,147.73,1.4195,42.611,10,35,1200,3010,132
110,110.02,110.11,110.53,112.31,119.37,141.75,194.23,280.4,402.57,580.18,853.88,1238.9,1643.3,1928.1,12,59,110,710,2164
1200,1199.8,1199.2,1196.7,1186.5,1149.1,1030.7,784.63,480.47,337.07,419.55,624.06,900.35,1264.2,1643,12,30,1200,144,2164
1110,1110,1110,1110,1109.9,1109.3,1107.1,1100.2,1092.4,1118.2,1196.8,1275.9,1323.1,1342.3,1349.3,35,50,1110,1700,1353
1220,1220,1220.1,1220.3,1221.4,1225.3,1240,1280.4,1347,1362.8,1203.8,894,641.37,556.52,565.19,18,30,1220,1900,606
1300,1300,1300.2,1300.8,1303.5,1314.8,1353.1,1448,1588.5,1672.8,1588.7,1357.1,1144.2,1044.1,1014.6,15,50,1300,2024,1005
1040,1040.1,1040.6,1042.1,1048.8,1076,1158.9,1349.3,1633.5,1894.9,2007.7,1937.7,1794.2,1693.7,1650.3,12,40,1040,2608,1627
150,149.99,149.97,149.88,149.45,147.78,142.82,134.79,130.53,143.71,199.07,333.13,568.22,843.85,1044.6,12,80,150,117,1205
1202,1201.9,1201.8,1201.3,1199.1,1192.1,1168.1,1096.2,921.98,622.93,302.37,109.4,37.208,25.548,51.501,18.4,3.36,1202,13.6,136
335,334.98,334.91,334.61,333.19,327.49,308.43,263.8,207.39,192.86,255.54,384.17,555.12,739.19,880.84,15,50,335,121,1010
2200,2200.1,2200.5,2202.5,2209.3,2233.9,2298.7,2409.2,2455.8,2200.4,1499.4,685.29,273.36,201.79,184.4,10,35,2200,3010,132
210.01,210.03,210.15,210.72,213.15,222.75,252.74,320.55,424.08,558.48,746.16,1026.5,1390.9,1742.7,1976.9,12,59,210,710,2164
3199.9,3199.4,3197.5,3189.7,3158.3,3043,2678.7,1921.7,977.33,461.71,482.47,704.45,973.7,1312.9,1669.6,12,30,3200,144,2164
2110,2110,2110,2109.9,2109.4,2107.1,2096.5,2055.2,1936.8,1735.3,1542.9,1428,1380.8,1363,1356.5,35,50,2110,1700,1353
1620,1620,1620,1620.1,1620.5,1621.9,1626.7,1636.9,1635.7,1547.1,1289.5,948.1,724.29,644.39,621.45,18,30,1620,1900,606
5299.9,5299.7,5298.6,5294,5272.1,5183.8,4886.6,4170.4,3146.7,2354.1,1913.6,1567,1281.9,1118.9,1047.9,15,50,5300,2024,1005
3040,3039.9,3039.7,3038.9,3035.5,3021.9,2980.3,2884.7,2732.6,2530.6,2255.5,1960.2,1761.3,1674.6,1643.9,12,40,3040,2608,1627
2149.9,2149.4,2147.5,2138.6,2096.6,1937.4,1477.6,778.34,329.77,322.41,451.13,547.85,695.95,908.41,1072.8,12,80,2150,117,1205
1202,1201.9,1201.8,1201.3,1199.1,1192.3,1169,1099.1,931.2,648.89,364.17,230.02,232.38,290.75,367.86,18.4,3.36,1202,13.6,536
335,334.98,334.91,334.62,333.2,327.54,308.67,264.88,212.06,211.31,318.7,572.96,1042.5,1717.5,2346.6,15,50,335,121,3010
2200,2200.1,2200.5,2202.6,2209.6,2235.2,2303.9,2430.1,2532.9,2438,2037.8,1514.3,1169.4,1016.3,932.76,10,35,2200,3010,832
810,809.99,809.94,809.71,808.73,804.94,793.94,774.18,764.41,807.38,958.23,1233.3,1565.7,1852.8,2029.7,12,59,810,710,2164
3199.9,3199.6,3198.3,3192.8,3170.9,3090.5,2835.1,2298.5,1617,1261.3,1382.7,1684.5,1905.6,2026.8,2096.8,12,30,3200,744,2164
4110,4110,4109.9,4109.6,4107.9,4100.1,4064.3,3922.6,3502.6,2744.2,1999.1,1589.3,1432.7,1380,1362.2,35,50,4110,1700,1353
1620,1620,1620.2,1620.9,1623.7,1634.6,1675.1,1791.6,2011.3,2198.9,2084.3,1640.6,1172.5,873.64,721.08,18,30,1620,3900,606
5299.9,5299.7,5298.6,5294.1,5272.2,5184.4,4888.9,4180.7,3190.5,2515.7,2378.2,2528.6,2734.7,2881.2,2955.5,15,50,5300,2024,3005
3040,3039.8,3038.9,3036,3023.2,2972,2820.3,2496.2,2085.5,1798.6,1679,1642.6,1632.1,1628.8,1627.6,12,40,3040,1608,1627
