168,168.02,168.07,168.27,169.12,172.27,182.31,205.04,235.35,241.76,192.04,104.16,41.356,23.652,21.608,13,8,20,168,627,340,17
2259.2,2340.6,2525.9,2850.7,3072.7,2933.1,2133.2,986.38,411.11,514.42,886.56,1224,1399.9,1468.5,1492.3,1.2,10.6,118,2235.3,3518.3,205.5,1504
264,264.01,264.05,264.21,264.71,265.94,266.47,253.8,202.42,120.63,69.786,73.879,99.962,140.82,206.92,10,5,21,264,627.9,7.6,387.7
2352,2351.9,2351.8,2351.1,2348.2,2336.6,2291.2,2149.3,1809.5,1322.1,1015.7,1083.2,1333,1587,1784.7,20,10,12,2352,1100,210,2008
2319.5,2318,2313.5,2299.3,2246.2,2124.4,1876.2,1506.5,1053.7,584.15,255.1,156.11,162.21,162.61,149.25,5,12,5,2320,1310,12,125
2163.9,2163.7,2162.6,2157.6,2139.2,2063.4,1833.8,1324.5,679.21,351.04,426.86,614.05,736.01,828.68,934.59,13,20,14,2164,71,500,1100
264,264,263.99,263.94,263.78,263.22,262.01,262.72,280.07,341.33,453.61,596.58,752.37,905.82,1034.7,15,5,20,264,120,440,1200
211.18,211.71,213.21,217.37,228.21,246.68,267.02,272.02,249.79,209.27,181.37,180.34,190.24,196.93,199.33,3,10,8,211,353,70,200
2121.9,2121.6,2120.2,2113.6,2089.9,1994,1714.8,1133.3,435.91,17.84,110.49,82.026,26.703,118.56,166.53,12,20,15,2122,26,900,200
268,268.02,268.06,268.27,269.08,272.09,281.33,300.2,316.6,291.51,204.28,104.14,57.52,48.536,38.934,13,8,20,268,627,340,17
364,364,363.98,363.92,363.64,362.09,353.14,317.06,225.34,101.16,12.226,26.565,23.997,25.579,104.87,10,5,21,364,627.9,7.6,387.7
3352,3351.9,3351.6,3350.4,3345.3,3324.6,3244,2994.9,2408.9,1576.8,988.97,881.26,1046.7,1348.8,1650.4,20,10,12,3352,1100,210,2008
3319,3315.8,3306.2,3276.3,3165.2,2916.6,2437.3,1813.8,1227.5,796.8,604.56,599.89,562.79,425.75,287.36,5,12,5,3320,1310,12,125
3163.9,3163.5,3162,3154.4,3126.9,3013.8,2670.9,1909.6,939.32,416.07,437.7,591.3,696.4,800.23,921.02,13,20,14,3164,71,500,1100
364,363.99,363.95,363.79,363.14,360.7,353.27,337.1,323.72,350.4,445.78,596.66,767.99,927.17,1051.4,15,5,20,364,120,440,1200
311.06,311.23,311.72,313.02,316.16,320.19,319.12,300.6,256.34,199.44,159.67,144.04,142.59,153.61,170.96,3,10,8,311,353,70,200
3121.9,3121.4,3119.4,3109.7,3074.7,2933.8,2524.9,1682.3,714.85,257.75,280.1,366.17,347.77,282.69,236.67,12,20,15,3122,26,900,200
329.98,329.93,329.7,328.86,326.12,319.85,309.96,302.43,303.73,308.44,289.8,231.89,169.2,136.68,126.9,5,24,10,330,284,1005,120
368,368.01,368.05,368.19,368.77,370.85,376.79,385.98,379.87,317.91,194.18,76.676,25.904,16.493,15.375,13,8,20,368,627,340,17
4217.1,4155.5,4016.8,3771.1,3513.2,3053.9,2062.4,887.13,388.68,544.56,955.66,1283.7,1428.5,1479.2,1495.9,1.2,10.6,118,4235.3,3518.3,205.5,1504
463.99,463.98,463.9,463.57,462.34,457.5,437.98,378.51,254.78,117.46,54.646,65.293,98.553,139.36,198.67,10,5,21,464,627.9,7.6,387.7
4352,4351.9,4351.4,4349.7,4342.2,4312.4,4196.4,3840.9,3019.8,1899.4,1202.7,1240.3,1584,1859.3,1975.5,20,10,12,4352,1100,210,2008
4318.4,4313.4,4298.2,4251.2,4076.9,3689.5,2955.1,2038.1,1249.4,751.12,587.33,620.58,579,426.39,283.57,5,12,5,4320,1310,12,125
4163.8,4163.4,4161.3,4151.2,4114.6,3963.8,3506.3,2488.1,1177.4,428.74,378.57,530.47,657.75,779.92,910.71,13,20,14,4164,71,500,1100
464,463.98,463.92,463.66,462.59,458.58,446.18,417.91,387.91,405.82,502.1,650.25,811.74,958.11,1070.2,15,5,20,464,120,440,1200
4121.8,4121.2,4118.5,4105.6,4059.2,3872,3328.6,2205.6,900.78,231.82,158.81,218.92,244.22,232.6,216.26,12,20,15,4122,26,900,200
429.94,429.74,428.94,425.95,416.23,393.89,357.94,325.79,313.14,311.09,286.02,222.42,159.64,130.54,123.46,5,24,10,430,284,1005,120
468,468,468.02,468.07,468.29,468.97,470.13,466.6,435.41,341.51,198.99,91.057,61.01,54.768,40.9,13,8,20,468,627,340,17
4217.1,4155.5,4016.8,3771.1,3513.2,3053.9,2062.4,887.13,388.68,544.56,955.66,1283.7,1428.5,1479.2,1495.9,1.2,10.6,118,4235.3,3518.3,205.5,1504
463.99,463.98,463.9,463.57,462.34,457.5,437.98,378.51,254.78,117.46,54.646,65.293,98.553,139.36,198.67,10,5,21,464,627.9,7.6,387.7
4352,4351.9,4351.4,4349.7,4342.2,4312.4,4196.4,3840.9,3019.8,1899.4,1202.7,1240.3,1584,1859.3,1975.5,20,10,12,4352,1100,210,2008
4318.4,4313.4,4298.2,4251.2,4076.9,3689.5,2955.1,2038.1,1249.4,751.12,587.33,620.58,579,426.39,283.57,5,12,5,4320,1310,12,125
4163.8,4163.4,4161.3,4151.2,4114.6,3963.8,3506.3,2488.1,1177.4,428.74,378.57,530.47,657.75,779.92,910.71,13,20,14,4164,71,500,1100
464,463.98,463.92,463.66,462.59,458.58,446.18,417.91,387.91,405.82,502.1,650.25,811.74,958.11,1070.2,15,5,20,464,120,440,1200
410.89,410.55,409.59,406.87,399.42,384.72,359.1,319.21,261.04,200.82,169.26,168.22,177.59,186.81,193.26,3,10,8,411,353,70,200
4121.8,4121.2,4118.5,4105.6,4059.2,3872,3328.6,2205.6,900.78,231.82,158.81,218.92,244.22,232.6,216.26,12,20,15,4122,26,900,200
429.94,429.74,428.94,425.95,416.23,393.89,357.94,325.79,313.14,311.09,286.02,222.42,159.64,130.54,123.46,5,24,10,430,284,1005,120
468,468,468.02,468.07,468.29,468.97,470.13,466.6,435.41,341.51,198.99,91.057,61.01,54.768,40.9,13,8,20,468,627,340,17
4217.1,4155.5,4016.8,3771.1,3513.2,3053.9,2062.4,887.13,388.68,544.56,955.66,1283.7,1428.5,1479.2,1495.9,1.2,10.6,118,4235.3,3518.3,205.5,1504
463.99,463.98,463.9,463.57,462.34,457.5,437.98,378.51,254.78,117.46,54.646,65.293,98.553,139.36,198.67,10,5,21,464,627.9,7.6,387.7
4352,4351.9,4351.4,4349.7,4342.2,4312.4,4196.4,3840.9,3019.8,1899.4,1202.7,1240.3,1584,1859.3,1975.5,20,10,12,4352,1100,210,2008
4318.4,4313.4,4298.2,4251.2,4076.9,3689.5,2955.1,2038.1,1249.4,751.12,587.33,620.58,579,426.39,283.57,5,12,5,4320,1310,12,125
4163.8,4163.4,4161.3,4151.2,4114.6,3963.8,3506.3,2488.1,1177.4,428.74,378.57,530.47,657.75,779.92,910.71,13,20,14,4164,71,500,1100
464,463.98,463.92,463.66,462.59,458.58,446.18,417.91,387.91,405.82,502.1,650.25,811.74,958.11,1070.2,15,5,20,464,120,440,1200
410.89,410.55,409.59,406.87,399.42,384.72,359.1,319.21,261.04,200.82,169.26,168.22,177.59,186.81,193.26,3,10,8,411,353,70,200
4121.8,4121.2,4118.5,4105.6,4059.2,3872,3328.6,2205.6,900.78,231.82,158.81,218.92,244.22,232.6,216.26,12,20,15,4122,26,900,200
429.94,429.74,428.94,425.95,416.23,393.89,357.94,325.79,313.14,311.09,286.02,222.42,159.64,130.54,123.46,5,24,10,430,284,1005,120
468,468,468.02,468.07,468.29,468.97,470.13,466.6,435.41,341.51,198.99,91.057,61.01,54.768,40.9,13,8,20,468,627,340,17
5185.4,5017.1,4645.7,4030.8,3536,2985.2,1974.8,816.64,326.36,465.71,861.3,1213.6,1396.1,1467.2,1491.8,1.2,10.6,118,5235.3,3418.3,205.5,1504
563.98,563.91,563.6,562.33,557.8,542.15,491.52,376.71,201.04,48.661,29.367,53.711,21.498,61.485,165.52,10,5,21,564,347.9,7.6,387.7
5352,5351.9,5351.6,5350.2,5344.5,5321.5,5229.6,4932.9,4177.6,2997,2212.8,2450.5,2875.5,2759.1,2425.1,20,10,12,5352,3400,210,2008
5319.1,5316.3,5307.9,5281.5,5181.9,4951,4465.8,3694.2,2648.2,1450.4,521.92,159.96,112.58,119.14,123,5,12,5,5320,3410,12,125
5163.8,5163.2,5160.6,5147.8,5101.6,4911,4332.4,3042.8,1370.5,366.77,184.84,261.08,394.15,582.26,790.75,13,20,14,5164,41,500,1100
564,563.99,563.95,563.81,563.21,560.96,553.94,537.73,521.07,540.32,628.52,767.87,913.75,1034,1116.1,15,5,20,564,340,440,1200
510.66,509.65,506.79,498.8,477.7,439.59,385.57,324.55,255.4,191.37,157.13,150.36,155.94,168.46,181.82,3,10,8,511,343,70,200
5121.8,5121,5117.7,5101.5,5043.4,4809,4126.1,2700.2,973.27,114.25,530.54,529.36,266.34,23.033,107.34,12,20,15,5122,34,900,200
529.92,529.67,528.64,524.8,512.31,483.58,437.09,394.31,373.18,360.77,319.6,239.56,168.07,135.7,126.24,5,24,10,530,344,1005,120
5185.5,5017.8,4648.9,4048.4,3605.1,3290.4,2694.7,1599.8,667.73,506.36,797.98,1154.4,1368.4,1457.2,1488.5,1.2,15.6,118,5235.3,3418.3,205.5,1504
563.98,563.93,563.7,562.74,558.93,545,503.51,405.33,250.89,105.88,50.365,64.195,97.98,144.27,211.76,10,9,21,564,347.9,7.6,387.7
5352,5351.9,5351.6,5350.3,5345.2,5322.2,5236.5,4950.2,4216.6,3012,2037.8,1991.8,2319,2344,2201.5,20,15,12,5352,3400,210,2008
5319.1,5316.4,5308.3,5276.7,5175.4,4933.6,4444.8,3729.1,2792.6,1632.4,625.62,154.65,60.927,67.324,89.27,5,15,5,5320,3410,12,125
5163.8,5163.2,5159.8,5147.8,5096.3,4887.2,4252,2870.2,1200.9,319.91,223.23,318.65,436.22,608.92,810.85,13,25,14,5164,41,500,1100
510.66,509.68,506.87,497.41,474.05,434.09,387.3,340.47,287.16,226.85,186.07,176.73,181.99,189.01,194.34,3,15,8,511,343,70,200
5121.8,5121,5116.7,5101.7,5037.7,4783.8,4048.7,2577.6,1017.5,399.69,510.68,629.2,528.56,371.04,273.02,12,25,15,5122,34,900,200
529.92,529.67,528.64,524.8,512.29,481.98,435.7,392.68,371.36,358.2,316.17,235.63,164.32,133.46,125.3,5,25,10,530,344,1005,120
5234.6,5231.1,5212.7,5140.9,4868.7,4256.4,3298.1,1999.7,807.06,422.47,502.96,713.15,1028.6,1292.3,1426.1,5.2,15.6,115,5235.3,3418.3,205.5,1504
563.98,563.93,563.7,562.74,558.5,544.06,497.08,393.36,230.52,90.431,43.693,59.27,92.095,141.69,215.26,10,9,25,564,347.9,7.6,387.7
5351.9,5351.5,5349.8,5342.8,5315,5215,4924.6,4253.7,3146.5,1828.6,888.02,544.09,588.42,954.08,1414.9,10,15,15,5352,3400,210,2008
5319.9,5319.5,5317.8,5312,5288.7,5206.8,4950.2,4340.9,3260.7,1832.3,621.76,93.483,22.047,23.691,24.63,10,15,9,5320,3410,12,125
5163.8,5163.2,5159.8,5147.8,5090.8,4887.2,4231.5,2827.7,1169,308.51,222.6,318.55,438.2,614.51,817.15,13,25,15,5164,41,500,1100
510.66,509.68,506.88,497.42,476.46,438.73,393.97,349.43,302.1,248.4,206.8,190.16,188.8,191.74,195.19,3,15,5,511,343,70,200
5121.8,5121,5116.6,5098.6,5029.9,4765,3961.7,2355.4,652.84,311.32,658.82,561.7,241.23,2.4165,121.6,12,25,19,5122,34,900,200
529.92,529.67,528.65,524.12,511.1,479.1,431.95,392.31,380.63,382.19,349.76,262.75,177,138.59,128.85,5,25,15,530,344,1005,120
5234.6,5231.1,5216.5,5158.1,4945.3,4409,3572.2,2418.4,1105.7,337.49,213.02,410.1,780.98,1136.6,1352.6,5.2,15.6,75,5235.3,3418.3,205.5,1504
563.98,563.9,563.53,561.89,554.14,523.29,432.23,258.79,67.061,53.329,108.93,81.728,14.2,137.38,254.9,10,9,75,564,347.9,7.6,387.7
5351.9,5351.2,5348.6,5334.7,5275.8,5043.5,4399.7,3144.2,1577.9,574.46,468.24,854.28,1437.4,1806.4,1941.9,10,15,75,5352,3400,210,2008
5319.9,5319.2,5316.6,5302.7,5243.6,4999,4319.3,2961,1203.7,37.346,533.36,581.09,316.32,69.04,52.883,10,15,79,5320,3410,12,125
5163.8,5162.9,5158.8,5137.6,5029,4608.9,3396.5,1519.5,347.09,180.44,269.52,415.25,641.56,869.29,1007.4,13,25,75,5164,41,500,1100
510.66,509.68,506.87,497.41,474.07,436.36,388.98,343.09,292.1,234.11,193.72,183.55,187.79,193.08,196.58,3,15,7,511,343,70,200
5121.8,5121,5116.6,5101.6,5030.6,4768.1,3998.3,2473.9,895.91,185.89,101.08,123.64,147.88,170.31,186.2,12,25,17,5122,34,900,200
529.92,529.54,527.97,520.92,497.55,451.15,404.9,403.51,466.16,556.36,573.92,460.29,303.88,198.83,149.26,5,25,75,530,344,1005,120
5234.6,5232.3,5219.9,5173.5,5029.1,4650.9,3976,3023.1,1811.2,725.2,321.78,425.96,710.71,1030,1272.8,5.2,15.6,35,5235.3,3418.3,205.5,1504
563.98,563.93,563.62,562.56,557.56,539.09,483.65,360.17,189.75,66.817,44.161,68.754,102.97,157.94,238.09,10,9,35,564,347.9,7.6,387.7
5351.9,5351.5,5349.2,5339.9,5301.2,5157,4724.2,3821.4,2440.7,1163.8,697.55,938.41,1396.3,1756,1921.3,10,15,35,5352,3400,210,2008
5319.9,5319.5,5317.2,5307.9,5265.4,5116.3,4659.2,3661.7,2147.9,749.08,181.77,168.37,201.26,180.41,151.59,10,15,39,5320,3410,12,125
5163.8,5163.2,5159.8,5143.1,5072.7,4781.4,3911.7,2271.2,726.37,216.14,255.37,363.77,516.84,729.42,917.47,13,25,35,5164,41,500,1100
564,563.99,563.93,563.69,562.67,558.56,545.19,515.28,483.43,495.66,582.54,728.97,890.2,1027.5,1119.1,15,9,35,564,340,440,1200
510.66,509.68,504.74,491.76,457.02,405.66,350.02,284.67,198.09,130.38,118.96,141,164.73,181.48,191.51,3,15,37,511,343,70,200
5121.8,5121,5116.6,5095.6,5007.9,4654.9,3657.6,1891.1,417.21,133.67,202.29,71.661,74.911,149.9,180.89,12,25,37,5122,34,900,200
529.92,529.67,528.33,523.4,505.97,467.47,418.58,393.03,412.57,455.96,446.02,333.21,193.44,122.96,111.13,5,25,35,530,344,1005,120
5234.6,5232.3,5222.9,5180.6,5054.8,4720.6,4109.4,3251.5,2159.7,1088.9,590.96,615.5,822.92,1076.3,1284.2,5.2,15.6,25,5235.3,3418.3,205.5,1504
563.98,563.93,563.7,562.74,558.5,544.06,497.08,393.36,230.52,90.431,43.693,59.27,92.095,141.69,215.26,10,9,25,564,347.9,7.6,387.7
5351.9,5351.5,5349.8,5341.4,5308.4,5187.1,4821.2,4029.8,2766.4,1449.1,799.37,850.25,1137.2,1458.8,1724.7,10,15,25,5352,3400,210,2008
5319.9,5319.5,5317.2,5309.4,5272.8,5139.3,4744.9,3855.4,2437.6,914.97,6.9467,296.15,311.76,161.25,13.124,10,15,29,5320,3410,12,125
5163.8,5163.2,5159.8,5145.5,5079,4836.4,4063.5,2519.6,908.89,236.68,222.83,324.56,466.48,670.86,872.67,13,25,25,5164,41,500,1100
564,563.99,563.94,563.74,562.88,559.54,548.75,523.47,494.17,503.12,585.07,726.63,883.92,1018.4,1110.4,15,9,25,564,340,440,1200
510.66,509.68,505.86,491.74,461.77,412.68,359.11,295.83,211.34,136.62,116.93,135.73,159.88,178.63,190.14,3,15,27,511,343,70,200
5121.8,5121,5116.6,5098.8,5016.2,4722.6,3835.7,2196.2,711.7,239.01,286.15,323.34,286.28,241.28,216.05,12,25,27,5122,34,900,200
529.92,529.67,528.33,524.13,508.59,473.21,423.7,391.12,394.27,415.47,398.05,314.98,221.43,164.82,138.57,5,25,25,530,344,1005,120
5234.6,5232.3,5219.9,5173.6,5002.5,4582.8,3856.4,2866.5,1646.3,738.98,567.16,742.02,965.31,1194,1360.8,5.2,15.6,45,5235.3,3418.3,205.5,1504
563.98,563.93,563.62,562.36,556.53,535.82,471.19,332.97,155.52,45.237,27.623,45.621,83.466,154.79,247.2,10,9,45,564,347.9,7.6,387.7
5351.9,5351.5,5349.2,5338.3,5293.4,5124.5,4635.9,3628.7,2170,925.65,526.09,649.39,878.64,1148.7,1460.5,10,15,45,5352,3400,210,2008
5319.9,5319.5,5317.2,5306.3,5261.3,5082.8,4567,3455.6,1855.7,432.51,220.06,392.14,289.85,94.836,33.003,10,15,49,5320,3410,12,125
5163.8,5162.9,5159.8,5140.4,5059.3,4737.3,3778.6,2038.8,588.91,192.88,251.58,367.28,545.25,771.27,948.48,13,25,45,5164,41,500,1100
564,563.99,563.93,563.65,562.44,557.76,541.88,507.75,474.09,486.81,572.69,721.66,892.2,1037.3,1128.4,15,9,45,564,340,440,1200
510.66,509.68,504.74,489.72,452.19,398.6,341.9,270.06,175.33,101.8,78.593,93.289,128.91,162.45,183.2,3,15,47,511,343,70,200
5121.8,5120.6,5116.6,5092.4,4991.9,4605.1,3498.4,1730.3,458.22,219.18,289.69,300.3,261.17,225.34,208.68,12,25,47,5122,34,900,200
529.92,529.67,528.33,522.62,504.63,463.23,413.9,394.92,427.15,484.86,480.14,353.74,191.2,110.02,101.42,5,25,45,530,344,1005,120
5234.6,5232.4,5220.4,5168.6,4986.7,4566.1,3947.3,3237.6,2240.9,1056.3,477.89,605.75,943.52,1238.9,1400.2,5.2,25.6,45,5235.3,3418.3,205.5,1504
563.99,563.93,563.72,562.49,557.5,539.19,489.56,402.84,284.19,145.94,58.453,69.404,147.92,250.81,326.82,10,29,45,564,347.9,7.6,387.7
5351.9,5351.5,5349.5,5339.8,5296.4,5132,4691.6,3867.7,2707,1429.4,726.39,802.7,1198.3,1607.5,1850.5,10,25,45,5352,3400,210,2008
5319.9,5319.3,5317.5,5306.5,5261.5,5095.2,4632.8,3774.1,2513.5,1119.4,380.8,336.89,324.77,234.81,170.48,10,25,49,5320,3410,12,125
5163.8,5163.2,5159.7,5143,5072.1,4778.5,3898.6,2214.3,514.57,320.16,511.4,218.18,263.71,661.98,906.89,13,15,45,5164,41,500,1100
564,563.98,563.9,563.55,561.84,554.75,531.33,481.68,431.74,437.41,524.88,683.36,872.89,1034.6,1131.2,15,29,45,564,340,440,1200
510.67,509.69,504.8,487.94,451.26,400.08,358.08,318.87,254.55,172.32,127.14,132.75,157.44,179.24,191.52,3,25,47,511,343,70,200
5121.8,5120.6,5115.4,5092.4,4991.9,4587.4,3451.3,1657.5,453.12,291.06,392.46,372.01,291.87,236.7,212.96,12,29,47,5122,34,900,200
529.92,529.67,528.33,522.6,503.12,459.85,409.59,387.18,411.53,463.85,464.7,350.87,198.24,119.68,108.14,5,29,45,530,344,1005,120
5234.6,5231.2,5217.3,5161.8,4977,4539.2,3962.1,3415,2717.7,1655.2,824.33,725.18,972.61,1228.7,1388.7,5.2,35.6,45,5235.3,3418.3,205.5,1504
563.99,563.93,563.67,562.53,557.24,537.52,486.82,405.6,301.69,156.47,19.421,44.73,148.04,279.84,348.82,10,39,45,564,347.9,7.6,387.7
5351.9,5351.4,5349,5338.7,5291.2,5120.7,4680.7,3941,2994,1826.9,928.46,841.5,1185.9,1568.1,1820.6,10,35,45,5352,3400,210,2008
5319.9,5319.4,5317.1,5307,5260.3,5085.2,4628.7,3865.7,2820,1427.2,313.93,98.966,183.65,177.27,148.96,10,35,49,5320,3410,12,125
5163.8,5162.9,5158.8,5140.4,5052.1,4690.9,3644.2,1842,492.56,232.77,357.63,470.88,616.6,819.2,975.28,13,35,45,5164,41,500,1100
564,563.98,563.9,563.55,561.66,553.95,527.35,473.01,419.83,422.92,508.08,668.54,864.1,1031.8,1131.1,15,39,45,564,340,440,1200
510.67,509.17,504.82,485.89,447.07,397.56,360.81,334.91,293.4,224.31,171.88,170.72,184.32,192.06,196.41,3,35,47,511,343,70,200
5121.8,5120.6,5115.4,5092.4,4973.8,4530.9,3300.1,1452.1,288.69,58.021,62.392,100.68,148.37,178.88,192.32,12,39,47,5122,34,900,200
529.92,529.53,527.96,521.73,500.12,454.92,402.57,375.66,387.17,427.41,433.56,333.84,189.82,124.17,114.9,5,39,45,530,344,1005,120
5234.6,5231.3,5217.4,5162.1,4964.8,4503.3,3941.2,3479.3,2939.2,1999.5,1053.5,832.85,1109.1,1361.1,1461.6,5.2,45.6,45,5235.3,3418.3,205.5,1504
563.99,563.93,563.67,562.37,556.91,535.58,484.44,408.63,327.96,227.03,135.83,147.31,245.93,330.94,368.42,10,49,45,564,347.9,7.6,387.7
5351.9,5351.4,5349.1,5337.3,5288.2,5102.9,4646.4,3935.9,3090.4,1862.4,478.79,115.2,692.04,1419,1790.7,10,45,45,5352,3400,210,2008
5319.9,5319.4,5317.1,5305.7,5257.5,5068.5,4608.5,3884.8,2956.2,1492.9,270.21,1116.5,827.52,325.41,46.986,10,45,49,5320,3410,12,125
5163.8,5162.9,5158.8,5137.6,5044.7,4658.7,3508.3,1671.6,406.33,209.09,326.12,435.52,602.58,823.04,981.43,13,45,45,5164,41,500,1100
564,563.98,563.9,563.49,561.5,552.81,524.07,465.8,410.74,411.99,494.6,655.54,855.61,1028.6,1130.6,15,49,45,564,340,440,1200
510.67,509.17,503.59,485.9,444.96,394.4,360.06,338.57,304.78,238.74,171.89,155.66,169.9,184.63,193.57,3,45,47,511,343,70,200
5121.8,5120.6,5115.4,5088.9,4965,4476.5,3194.9,1372.8,492.02,667.42,854.86,658.32,406.64,276.44,226.38,12,49,47,5122,34,900,200
529.92,529.53,527.95,521.72,498.58,451.76,396.97,367.58,368.21,392.77,402.1,332.13,218.55,149.67,127.52,5,49,45,530,344,1005,120
5234.6,5231.3,5217.4,5154.4,4938.3,4480,3923.5,3523.4,3132.7,2361.6,1277.9,731.6,921.99,1234.4,1402.4,5.2,55.6,45,5235.3,3418.3,205.5,1504
563.99,563.93,563.68,562.38,556.09,534.27,480.61,409.86,347.93,275.51,186.21,168.62,249.61,329.48,367.06,10,59,45,564,347.9,7.6,387.7
5351.9,5351.4,5349.1,5337.5,5284.9,5091.2,4610.5,3939.1,3242.5,2298.6,1217.1,883.07,1288,1695.4,1893.4,10,55,45,5352,3400,210,2008
